adm1_name,adm2_name,survey_date,survey_month,resp_age,resp_gender,hh_agricactivity,hh_gender,hh_education,hh_wealth_water,hh_wealth_toilet,hh_wealth_light,hh_residencetype,hh_size,hh_maritalstat,hh_age,income_main,income_main_amount,income_main_comp,income_sec,income_sec_amount,income_sec_comp,income_third,income_third_amount,income_third_comp,tot_income,covid_goodstransp,covid_marketclosed,covid_borderclosed,covid_stayhome,covid_gatherings,covid_processclosed,covid_none,shock_noshock,shock_sicknessordeathofhh,shock_lostemplorwork,shock_otherintrahhshock,shock_higherfoodprices,shock_higherfuelprices,shock_cantworkordobusiness,shock_othereconomicshock,shock_pestoutbreak,shock_plantdisease,shock_animaldisease,shock_napasture,shock_othercropandlivests,shock_coldtemporhail,shock_flood,shock_hurricane,shock_drought,shock_othernathazard,shock_violenceinsecconf,shock_theftofprodassets,shock_fire,shock_othermanmadehazard,crp_main,crp_landsize,crp_irrigation,crp_seed_ownprod,crp_seed_market,crp_seed_company,crp_seed_freedist,crp_seed_bank,crp_seed_gov,crp_area_change,crp_harv_change,crp_proddif,crp_proddif_plantdisease,crp_proddif_seedquality,crp_proddif_lostordamaged,crp_proddif_naplot,crp_proddif_nafertilizer,crp_proddif_naseeds,crp_proddif_nainsecticides,crp_proddif_nalabour,crp_proddif_namachinery,crp_proddif_nafuelorelect,crp_proddif_soilerosion,crp_proddif_irrigation,crp_salesdif,crp_saledif_marketing_cost,crp_saledif_damagelosses,crp_saledif_lowdemand,crp_saledif_lowprice,crp_saledif_dif_processing,crp_salesprice,ls_main,ls_num_lastyr,ls_num_now,ls_num_diff,ls_num_nochange,ls_num_inc_didnotsellasmany,ls_num_inc_moreborn,ls_num_inc_purchbarterdmore,ls_num_inc_receivedfree,ls_num_dec_animalsdied,ls_num_dec_soldmoregoodprice,ls_num_dec_soldmoredistsale,ls_num_dec_anmlescloststolen,ls_num_dec_killedorgaveanml,ls_food_supply_openpasture,ls_food_supply_commonpasture,ls_food_supply_fieldselfprodfod,ls_food_supply_purchased,ls_proddif,ls_proddif_diffeedpurchase,ls_proddif_constaccesstopasture,ls_proddif_constaccesstowater,ls_proddif_difaccessvetserv,ls_proddif_difaccessvetinp,ls_proddif_diseases,ls_proddif_theftorinsecurity,ls_proddif_pooraccesstolmarket,ls_proddif_noaccesstocredit,ls_proddif_lackoflabour,ls_salesmain,ls_salesdif,ls_salesdif_smallerprofits,ls_salesdif_damageandlosses,ls_salesdif_lowdemand,ls_salesdif_lowprices,ls_salesdif_slaughterhouse,ls_salesdif_processing,ls_salesprice,need,need_seeds,need_fertilizers,need_pesticides,need_tools,need_accesstoirrigationwater,need_accesstoland,need_animalfeed,need_veterinaryservices,need_veterinaryinputs,need_animalsalemingarantdprice,need_restockinganimals,need_supportforprocessprod,need_supptransofanimalsorprod,need_acstomechanisedequipprod,need_marketingsupport,need_cashassistance,need_loans,need_storageequipmentorfaci,need_techsupporextensionserv,need_landrehabilitation,need_fishequiorothersuppforfish,need_infoonsafetymeasures,shock_count,shock_climate_count,shock_bio_count,shock_economic_count,shock_personal_count,covid_disruption_count,income_source_count,income_primary_share,income_quintile_adm1,ls_pct_change,crp_proddif_count,crp_salesdif_count,needs_expressed_count,chirps_rain_30d_mm,chirps_rain_90d_mm,modis_ndvi_90d_mean,modis_ndvi_90d_std,regional_yield_mean,vulnerability_score,credit_risk
Masvingo,Zaka,2022-04-22,4,46,Female,Yes - crop production,Female,Completed primary school,Protected well,Traditional pit latrine (no water),Lamp with batteries,"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",7.0,Widowed,41 to 65,Daily wage on farms and other casual employment in agricultural sector,1500.0,Less,No second most important source of income,,,No third most important source of income,,,1500.0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,1500.0,Less than 1 ha,Rainfed,No,No,No,No,Yes,No,Same,A lot less (less than half as much),Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,2.0,1.0,0.0,0.0,0.0,0.0,1,1.0,2.0,,1.0,,1.0,13.221756679156094,22.1772821651077,0.3972000829013373,0.03430885612966719,0.834131608320568,0.1334,MEDIUM
Manicaland,Makoni,2022-04-13,4,42,Female,Yes - crop production,Male,Completed secondary school,Protected well,"Open pit (whole in the ground for excrement without water, roof or wall)",Candle,Returnee - you have only come back to this residence in the last two years after having been forced to move to another location having fled conflict or natural disaster (if return was over 2 years ago the respondent is considered a permanent resident),5.0,Married,Over 65,Informal agricultural trade excluding producers,60000.0,More,No second most important source of income,,,No third most important source of income,,,60000.0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,1 to 5 ha,Rainfed,No,No,Yes,No,No,No,Same,A lot less (less than half as much),Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,More,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,1.0,0.0,0.0,1.0,0.0,0.0,1,1.0,4.0,,1.0,1.0,3.0,4.950148242516516,14.198704266785876,0.38692083561041857,0.03203579374148879,1.3548012832077148,0.0,LOW
Matabeleland South,Plumtree,2022-05-08,5,30,Female,Yes - crop production,Male,Completed secondary school,Public tap,"None, bush",Candle,"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",4.0,Married,18 to 40,Off-farm daily wages and other non-agricultural casual employment,10000.0,Same,"Farmer, production and sale of cashcrops",7000.0,Same,Don't know,,,17000.0,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4100.0,1 to 5 ha,Canal,No,No,No,Yes,No,No,More,A lot more (increased by more than 50%),Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,More,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.0,0.0,0.0,1.0,0.0,2.0,2,0.5882352941176471,2.0,,1.0,1.0,6.0,1.0173550843764865,1.0648447699232855,0.3174694924591209,0.024110530504548016,1.047395419085191,0.1337,MEDIUM
Midlands,Kwekwe,2022-04-24,4,55,Male,Yes - crop production,Male,Completed secondary school,Protected well,Traditional pit latrine (no water),Other (no electric supply to the house),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",6.0,Married,41 to 65,"Income not derived from work, income from other rents",16000.0,Less,"Farmer, production and sale of cashcrops",3000.0,Same,Don't know,,,19000.0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,1 to 5 ha,Rainfed,No,No,Yes,No,No,No,Same,A lot less (less than half as much),Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,2,0.8421052631578947,3.0,,2.0,,1.0,1.5251071004242505,1.5251071004242505,0.3660597668386733,0.02987848282104446,1.0082494447441954,0.0,LOW
Manicaland,Chimanimani,2022-04-14,4,22,Female,Yes - both crop and livestock production,Male,Completed primary school,Private tap from piped water,Traditional pit latrine (no water),Lamp with batteries,"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",3.0,Married,18 to 40,Daily wage on farms and other casual employment in agricultural sector,1000.0,Less,No second most important source of income,,,No third most important source of income,,,1000.0,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,1 to 5 ha,Rainfed,No,No,No,Yes,No,No,Less,Less,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,"Cattle (cow, beef, veal, yak, buffalo)",2.0,2.0,0.0,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.0,0.0,0.0,0.0,1.0,1.0,1,1.0,2.0,0.0,2.0,,1.0,4.950148242516516,14.198704266785876,0.38692083561041857,0.03203579374148879,1.3548012832077148,0.0667,LOW
Manicaland,Buhera,2022-04-07,4,43,Male,Yes - both crop and livestock production,Male,"Completed higher education (university, college) degree",Protected well,Traditional pit latrine (no water),Electricity (from generator or electrical grid),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",6.0,Married,41 to 65,Public employment,60000.0,More,No second most important source of income,,,No third most important source of income,,,60000.0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,1 to 5 ha,Rainfed,No,Yes,No,No,No,No,More,Less,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,"Poultry (chicken, guineafowl, duck, etc)",10.0,5.0,-5.0,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,4.0,-0.5,1.0,,1.0,4.950148242516516,14.198704266785876,0.38692083561041857,0.03203579374148879,1.3548012832077148,0.0667,LOW
Mashonaland East,Marondera,2022-04-06,4,27,Female,Yes - livestock production,Male,Completed secondary school,Private tap from piped water,Flush latrine (toilet with water),Electricity (from generator or electrical grid),"Recent migrant not forcefully displaced - you have been living in your current place of residence for less than two years and you moved there voluntarily for work, family or other reasons that are not related to conflict or natural disaster",5.0,"Single, never married",18 to 40,Stable employment in non-agricultural sector,15000.0,Same,No second most important source of income,,,No third most important source of income,,,15000.0,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry (chicken, guineafowl, duck, etc)",50.0,25.0,-25.0,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,3.0,-0.5,,,1.0,0.9172407020914444,1.5428269321575354,0.34394212914788364,0.030065400214078195,1.1037422523037344,0.1333,MEDIUM
Matabeleland North,Hwange,2022-04-22,4,46,Male,No,Male,Completed secondary school,Protected well,Traditional pit latrine (no water),Candle,"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",4.0,Married,41 to 65,"Farmer, production and sale of vegetable or fruit",1000.0,A lot less (less than half as much),No second most important source of income,,,No third most important source of income,,,1000.0,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1300.0,1 to 5 ha,Rainfed,Yes,No,No,No,No,No,A lot less (less than half as much),Less,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,A lot less (less than half as much),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,3.0,0.0,0.0,2.0,1.0,2.0,1,1.0,2.0,,1.0,1.0,1.0,0.2727686845146513,0.2727686845146513,0.3378274140963752,0.02521972067208314,0.9032635080148601,0.2016,MEDIUM
Masvingo,Chiredzi Urban,2022-04-19,4,46,Male,Yes - crop production,Male,Completed secondary school,Protected well,Flush latrine (toilet with water),Candle,"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",5.0,Married,41 to 65,"Farmer, production and sale of vegetable or fruit",,A lot less (less than half as much),Informal agricultural trade excluding producers,10000.0,Same,Don't know,,,10000.0,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4990.0,Less than 1 ha,Flood irrigation,No,Yes,No,Yes,No,No,A lot less (less than half as much),Less,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,A lot less (less than half as much),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.0,0.0,0.0,0.0,1.0,1.0,1,,3.0,,2.0,1.0,1.0,4.762911593477036,8.067621039521844,0.3634755512542726,0.03209999073438424,0.834131608320568,0.1334,MEDIUM
Masvingo,Gutu,2022-04-13,4,32,Male,Yes - both crop and livestock production,Male,Completed secondary school,Protected well,Traditional pit latrine (no water),Lamp with batteries,"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",5.0,Married,18 to 40,"Farmer, production and sale of livestock and livestock products",45000.0,Less,No second most important source of income,,,No third most important source of income,,,45000.0,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5100.0,Less than 1 ha,Rainfed,No,Yes,No,No,No,No,Less,Less,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,"Poultry (chicken, guineafowl, duck, etc)",25.0,100.0,75.0,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,"Poultry (chicken, guineafowl, duck, etc.)",No,,,,,,,Less,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.0,0.0,0.0,0.0,1.0,2.0,1,1.0,4.0,3.0,2.0,,1.0,2.4608366031453106,2.7418872334137685,0.3283092261719562,0.025842353882699814,0.834131608320568,0.1333,MEDIUM
Manicaland,Chimanimani,2022-04-05,4,36,Female,Yes - crop production,Female,Completed secondary school,Protected well,Traditional pit latrine (no water),Candle,"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",7.0,Don’t know,18 to 40,"Farmer, production and sale of staple crops",,A lot less (less than half as much),No second most important source of income,,,No third most important source of income,,,0.0,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,1 to 5 ha,Rainfed,No,No,No,No,No,No,A lot less (less than half as much),A lot less (less than half as much),Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Same,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,2.0,0.0,0.0,2.0,0.0,0.0,0,,1.0,,1.0,1.0,4.0,4.950148242516516,14.198704266785876,0.38692083561041857,0.03203579374148879,1.3548012832077148,0.3,HIGH
Manicaland,Mutare Urban,2022-04-25,4,30,Male,No,Male,"Completed higher education (university, college) degree",Private tap from piped water,Flush latrine (toilet with water),Electricity (from generator or electrical grid),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",5.0,Married,18 to 40,"Non-agricultural self-employed or liberal profession, doctor, architect, lawyer, including restaurant",1000.0,Same,No second most important source of income,,,No third most important source of income,,,1000.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,2.0,,,,1.0,4.950148242516516,14.198704266785876,0.38692083561041857,0.03203579374148879,1.3548012832077148,0.2016,MEDIUM
Masvingo,Bikita,2022-04-24,4,47,Male,Yes - crop production,Male,"Completed higher education (university, college) degree",Protected well,Traditional pit latrine (no water),Other (no electric supply to the house),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",12.0,Married,41 to 65,Public employment,20000.0,Less,No second most important source of income,,,No third most important source of income,,,20000.0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,1 to 5 ha,Rainfed,No,Yes,Yes,No,No,No,Same,A lot less (less than half as much),Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,4.0,,3.0,,1.0,10.03799393003019,15.38611337874533,0.3656415881171024,0.0317770054071791,0.834131608320568,0.2069,HIGH
Masvingo,Chivi,2022-04-14,4,48,Male,Yes - both crop and livestock production,Male,"Completed higher education (university, college) degree",Protected well,Flush latrine (toilet with water),Electricity (from generator or electrical grid),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",8.0,Widowed,41 to 65,Stable employment in non-agricultural sector,135000.0,A lot less (less than half as much),No second most important source of income,,,No third most important source of income,,,135000.0,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,1 to 5 ha,Rainfed,No,Yes,No,No,No,No,Less,A lot less (less than half as much),Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,,,,,,,,"Cattle (cow, beef, veal, yak, buffalo)",17.0,14.0,-3.0,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,5.0,-0.17647058823529413,3.0,,3.0,1.1163282138094792,1.6316919726804024,0.33598166818536007,0.027131210702642638,0.834131608320568,0.1333,MEDIUM
Midlands,Kwekwe,2022-04-24,4,40,Male,Yes - crop production,Male,Completed primary school,Protected well,Flush latrine (toilet with water),Electricity (from generator or electrical grid),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",7.0,Married,18 to 40,Off-farm daily wages and other non-agricultural casual employment,,Less,No second most important source of income,,,No third most important source of income,,,0.0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,1 to 5 ha,Rainfed,No,Yes,No,No,No,No,Same,More,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,0,,1.0,,1.0,,1.0,1.5251071004242505,1.5251071004242505,0.3660597668386733,0.02987848282104446,1.0082494447441954,0.2003,MEDIUM
Mashonaland East,Goromonzi,2022-04-04,4,22,Male,No,Female,Completed secondary school,Protected well,Flush latrine (toilet with water),Petrol lamp,"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",6.0,Married,41 to 65,Stable employment in non-agricultural sector,800000.0,Less,No second most important source of income,,,No third most important source of income,,,,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.0,0.0,0.0,0.0,1.0,0.0,1,,,,,,1.0,0.00904705943777827,0.4362647218641659,0.35279675940977856,0.03403392247338003,1.1037422523037344,0.3402,HIGH
Matabeleland South,Beitbridge,2022-04-03,4,22,Female,Yes - crop production,Female,Completed secondary school,Protected well,"None, bush",Candle,"Recent migrant not forcefully displaced - you have been living in your current place of residence for less than two years and you moved there voluntarily for work, family or other reasons that are not related to conflict or natural disaster",8.0,Widowed,18 to 40,"Non-agricultural self-employed or liberal profession, doctor, architect, lawyer, including restaurant",,Less,No second most important source of income,,,No third most important source of income,,,0.0,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7800.0,Less than 1 ha,Rainfed,No,No,Yes,No,No,No,More,Less,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,3.0,0,,1.0,,,,4.0,1.174716313334443,1.2678717517846767,0.31260521201509495,0.029874879526252764,1.047395419085191,0.4016,HIGH
Mashonaland West,Hurungwe,2022-04-07,4,42,Male,Yes - crop production,Male,Completed secondary school,Protected well,Traditional pit latrine (no water),Lamp with batteries,"Recent migrant not forcefully displaced - you have been living in your current place of residence for less than two years and you moved there voluntarily for work, family or other reasons that are not related to conflict or natural disaster",14.0,Married,41 to 65,"Farmer, production and sale of vegetable or fruit",24000.0,A lot less (less than half as much),No second most important source of income,,,No third most important source of income,,,24000.0,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,5 to 10 ha,Canal,No,Yes,No,No,No,No,A lot less (less than half as much),A lot less (less than half as much),Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,A lot less (less than half as much),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,1.0,0.0,0.0,0.0,1.0,2.0,1,1.0,3.0,,2.0,2.0,2.0,0.021576462293411758,0.021576462293411758,0.35522126016601113,0.03870132499905677,1.659140539364503,0.4638,HIGH
Mashonaland Central,Bindura,2022-04-09,4,30,Female,Yes - crop production,Male,Completed secondary school,Protected well,Traditional pit latrine (no water),Lamp with batteries,"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",3.0,Married,18 to 40,"Farmer, production and sale of cashcrops",14000.0,A lot less (less than half as much),No second most important source of income,,,No third most important source of income,,,14000.0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,1 to 5 ha,Rainfed,No,No,No,No,No,Yes,Less,A lot less (less than half as much),No,,,,,,,,,,,,,No,,,,,,A lot less (less than half as much),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,3.0,,,,3.0,0.0,0.0,0.37075468132030676,0.04302706087529973,1.5028364458532366,0.2,HIGH
Mashonaland West,Kadoma Urban,2022-04-18,4,40,Male,Yes - crop production,Male,Completed secondary school,Other safe source,Traditional pit latrine (no water),Electricity (from generator or electrical grid),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",9.0,Married,18 to 40,Stable employment in non-agricultural sector,16000.0,Less,No second most important source of income,,,No third most important source of income,,,16000.0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,5 to 10 ha,Rainfed,No,No,Yes,No,No,No,Less,Less,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,3.0,,3.0,,1.0,0.2334159696832322,0.23490150029626866,0.34216149367096754,0.037728859477982865,1.659140539364503,0.1337,MEDIUM
Matabeleland South,Umzingwane,2022-04-26,4,19,Male,Yes - livestock production,Male,Completed secondary school,Private tap from piped water,Flush latrine (toilet with water),Electricity (from generator or electrical grid),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",7.0,Married,41 to 65,Stable employment in non-agricultural sector,120000.0,Same,No second most important source of income,,,No third most important source of income,,,120000.0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle (cow, beef, veal, yak, buffalo)",10.0,11.0,1.0,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,5.0,0.1,,,,0.6599645204213285,0.6809036151287433,0.3373192863481404,0.021119323203519766,1.047395419085191,0.0,LOW
